home_type,address,city,zip,bedrooms,bathrooms,latitude,longitude,zillow_id,property_size,home_size,last_sold_price,last_sold_date,year_built,home_description,last_sold_year,last_sold_month,date_of_purchase,lot_coverage,tokens,lda_k5_0,lda_k5_1,lda_k5_2,lda_k5_3,lda_k5_4
Single Family Residential,108 Ruby Ave,San Carlos,94070.0,2.0,1.5,37.488342,-122.258172,15560578,6050.0,1210.0,1450000.0,2016-01-08,1949.0,"Open House on Saturday, 1/16 from 1-3pm. Fabulous white oaks Rancher on 6500 sq. ft. lot. Hardwood floors, wood burning fireplace, large dining room with French Doors leading to rear patio, remodeled kitchen with granite counters and stainless steel appliances. Remodeled bath with heated travertine floors, pedestal sink and skylight. Separate laundry room too. Large outdoor spaces with plenty of destinations, planting beds, grassy areas and potting shed. Oversized two car garage (525 sq. ft.).

Owner pays for gardener. Tenant responsible for utilities. First and last month due at signing.",2016,1,1102,0.2,"[u'open', u'fabulous', u'white', u'oak', u'rancher', u'square', u'foot', u'lot', u'hardwood', u'floor', u'wood', u'burn', u'fireplace', u'large', u'dining', u'room', u'french', u'door', u'lead', u'rear', u'patio', u'remodel', u'kitchen', u'granite', u'counter', u'stainless', u'steel', u'appliance', u'remodel', u'bathroom', u'heat', u'travertine', u'floor', u'pedestal', u'sink', u'skylight', u'separate', u'laundry', u'room', u'large', u'outdoor', u'space', u'plenty', u'destination', u'plant', u'bedroom', u'grassy', u'area', u'pot', u'shed', u'oversized', u'car', u'garage', u'square', u'foot', u'owner', u'pay', u'gardener', u'tenant', u'responsible', u'utility', u'month', u'signing']",0.129656767397,0.214989055507,0.310000811514,0.0,0.340360065652
Single Family Residential,906 Montgomery St,San Carlos,94070.0,2.0,1.0,37.510069,-122.255465,15551950,5400.0,1140.0,910000.0,2015-06-16,1948.0,"Charming California Bungalow on a corner lot.  This 2 bedroom, 1 bath home features remodeled kitchen with granite counter tops and stainless steel appliances, hardwood floors and dual paned windows.  Covered patio with twinkling llights and a fountain.  Low maintained yards with artificial turf.  Separate bonus room, detached 2 car garage and room for an RV or boat.",2015,6,896,0.211111111111,"[u'charming', u'california', u'bungalow', u'corner', u'lot', u'bedroom', u'bathroom', u'feature', u'remodel', u'kitchen', u'granite', u'counter', u'top', u'stainless', u'steel', u'appliance', u'hardwood', u'floor', u'dual', u'pan', u'window', u'cover', u'patio', u'twinkle', u'llights', u'fountain', u'low', u'maintain', u'yard', u'artificial', u'turf', u'separate', u'bonus', u'room', u'detach', u'car', u'garage', u'room', u'rv', u'boat']",0.0,0.0,0.962778496229,0.0,0.0
Single Family Residential,926 Laurel St,San Carlos,94070.0,2.0,1.0,37.502068,-122.256216,15562062,5400.0,1347.0,1050000.0,2015-09-30,1940.0,"* 4 bedrooms, 2 bath, plus family room
* ~1,347 sq ft. house, 5,400 sq ft. lot
* Attached 1 car garage with storage shelves
* Washer and dryer in house
* Flat backyard 
* Prime downtown location: close to restaurants, grocery store, shops and schools
* Short walk to Caltrain
* Easy access to highways
* San Carlos schools
* As is

Tenant responsible for utilities.  No smoking.  Credit score of 700+",2015,9,1002,0.249444444444,"[u'bedroom', u'bathroom', u'plus', u'family', u'room', u'square', u'foot', u'square', u'foot', u'lot', u'attach', u'car', u'garage', u'storage', u'shelf', u'washer', u'dryer', u'flat', u'backyard', u'prime', u'downtown', u'location', u'close', u'restaurant', u'grocery', u'store', u'shop', u'school', u'short', u'walk', u'caltrain', u'easy', u'access', u'highway', u'school', u'tenant', u'responsible', u'utility', u'smoke', u'credit', u'score']",0.0,0.253982399159,0.0,0.0,0.725833349768
Single Family Residential,1940 Belmont Ave,San Carlos,94070.0,2.0,1.0,37.492938,-122.255538,15560848,5183.0,1270.0,1320000.0,2015-10-02,1948.0,"This spacious, wonderful, 2-bedroom/1-bathroom home on a prime San Carlos street in the popular White Oaks neighborhood has so much potential. The desirable floor plan and sun exposure make this space easy to work with. The home has a bright living room, a formal dining area, an eat-in kitchen, a den that can be used as an office, bedroom or extended living space, a courtyard entrance, lovely landscaping and an attached, 2-car garage. The home needs a lot of cosmetic work.",2015,10,1004,0.245031834845,"[u'spacious', u'wonderful', u'bedroom', u'bathroom', u'prime', u'street', u'popular', u'white', u'oak', u'neighborhood', u'potential', u'desirable', u'floor', u'plan', u'exposure', u'space', u'easy', u'work', u'bright', u'living', u'room', u'formal', u'dining', u'area', u'eat', u'kitchen', u'den', u'office', u'bedroom', u'extend', u'live', u'space', u'courtyard', u'entrance', u'lovely', u'landscaping', u'attach', u'car', u'garage', u'need', u'lot', u'cosmetic', u'work']",0.0,0.447904448832,0.0,0.0,0.529311085322
Single Family Residential,1277 Greenwood Ave,San Carlos,94070.0,2.0,1.0,37.498,-122.252475,15561852,5183.0,850.0,1250000.0,2015-10-08,1949.0,"This bungalow is a real gem! Walk to downtown San Carlos from this location, you don't even need a car! Updated eat-in Kitchen, radiant floor heat to keep your toes warm, crown moldings and great outdoor space that includes a private courtyard at the entrance plus the large rear yard complete with fruit trees and a great storage shed. Wood flooring, plenty of natural light with the abundance of windows and easy access to the rear yard from one of the bedrooms. X'lent option for condo buyers at this pric",2015,10,1010,0.163997684739,"[u'bungalow', u'real', u'gem', u'walk', u'downtown', u'location', u'need', u'car', u'update', u'eat', u'kitchen', u'radiant', u'floor', u'heat', u'toe', u'warm', u'crown', u'molding', u'great', u'outdoor', u'space', u'include', u'private', u'courtyard', u'entrance', u'plus', u'large', u'rear', u'yard', u'complete', u'fruit', u'tree', u'great', u'storage', u'shed', u'wood', u'flooring', u'plenty', u'natural', u'light', u'abundance', u'window', u'easy', u'access', u'rear', u'yard', u'bedroom', u'lend', u'option', u'condo', u'buyer', u'pric']",0.0,0.218209228972,0.217369698516,0.108346778262,0.450227184014
Single Family Residential,1004 Walnut St,San Carlos,94070.0,2.0,1.0,37.500342,-122.255541,15561983,6098.0,1110.0,1454000.0,2015-10-09,1926.0,"Location, location, location! Within minutes to the vibrant locale of downtown San Carlos, this residence offers the perfect opportunity to build new or remodel existing structure to meet your needs for today's lifestyle.  Situated on a 6,000 sq. ft. lot, this home offers two bedrooms, 1 full bath, formal living room, dining room, kitchen, laundry room and detached garage.  The backyard offers a large deck, ideal for relaxation and entertainment. Opportunity knocks, don't miss your chance to get a piece!",2015,10,1011,0.182026894064,"[u'location', u'location', u'location', u'minute', u'vibrant', u'locale', u'downtown', u'residence', u'offer', u'perfect', u'opportunity', u'build', u'new', u'remodel', u'exist', u'structure', u'meet', u'need', u'today', u'lifestyle', u'situate', u'square', u'foot', u'lot', u'offer', u'bedroom', u'bathroom', u'formal', u'living', u'room', u'dining', u'room', u'kitchen', u'laundry', u'room', u'detach', u'garage', u'backyard', u'offer', u'large', u'deck', u'ideal', u'relaxation', u'entertainment', u'opportunity', u'knock', u'miss', u'chance', u'piece']",0.0,0.499731270012,0.0,0.239503315322,0.247202295949
Single Family Residential,6 El Sereno Dr,San Carlos,94070.0,4.0,3.0,37.493334,-122.249761,15562338,10628.0,1840.0,2600000.0,2015-10-09,1948.0,"El Sereno is a whimsical, secluded court in celebrated White Oaks. The front of the home is charming and unassuming. It retains the exceptional, unexpected qualities that are within. The kitchen is spacious with plenty of warm hardwood floors is inviting and comfortable. Swim in the spectacular spa andpebble-bottom pool. Later, smores at the built-in fire pit, dinner on the patio under the stars.",2015,10,1011,0.173127587505,"[u'el', u'sereno', u'whimsical', u'secluded', u'court', u'celebrate', u'white', u'oak', u'charm', u'unassuming', u'retain', u'exceptional', u'unexpected', u'quality', u'kitchen', u'spacious', u'plenty', u'warm', u'hardwood', u'floor', u'invite', u'comfortable', u'swim', u'spectacular', u'spa', u'andpebble', u'pool', u'later', u'smores', u'build', u'pit', u'dinner', u'patio', u'star']",0.0,0.0,0.0,0.694031110774,0.278097097694
Single Family Residential,1505 Cedar St,San Carlos,94070.0,3.0,2.0,37.4928809,-122.253692,15562314,4660.0,1720.0,1575000.0,2015-10-28,1947.0,"Mid-century bungalow in prime White Oaks setting features a wonderful floor plan with airy rooms and incredible attention to detail. Gleaming oak floors and big bright windows throughout living areas. Wood-burning brick fireplaces in living and family rooms, an updated kitchen with granite counters, and a beautiful master suite. There's even a sheltered outdoor terrace just outside the dining room -- for morning coffee or afternoon relaxation.",2015,10,1030,0.369098712446,"[u'mid', u'century', u'bungalow', u'prime', u'white', u'oak', u'set', u'feature', u'wonderful', u'floor', u'plan', u'airy', u'room', u'incredible', u'attention', u'gleam', u'oak', u'floor', u'big', u'bright', u'window', u'live', u'area', u'wood', u'burn', u'brick', u'fireplace', u'live', u'family', u'room', u'update', u'kitchen', u'granite', u'counter', u'beautiful', u'master', u'suite', u'shelter', u'outdoor', u'terrace', u'outside', u'dining', u'room', u'morning', u'coffee', u'afternoon', u'relaxation']",0.0,0.0,0.0,0.54920161198,0.429171470839
Single Family Residential,1375 Chestnut St,San Carlos,94070.0,3.0,1.5,37.494526,-122.254573,15561485,4051.0,1300.0,1400000.0,2015-11-25,1950.0,"Charming 3 bedroom/1.5 bath home in a great neighborhood offers a bright living room with fireplace, a spacious kitchen with abundant counter and cabinet space, large dining area just off the kitchen that overlooks the living room and offers access to the side yard. The rear yard features a brick patio and gardening space, and the front yard has a private courtyard entry. There's also a 2 car attached garage. This home offers the opportunity to get into a great neighborhood and customize as you go!",2015,11,1058,0.320908417675,"[u'charming', u'bedroom', u'bathroom', u'great', u'neighborhood', u'offer', u'bright', u'live', u'room', u'fireplace', u'spacious', u'kitchen', u'abundant', u'counter', u'cabinet', u'space', u'large', u'dining', u'area', u'kitchen', u'overlook', u'live', u'room', u'offer', u'access', u'yard', u'rear', u'yard', u'feature', u'brick', u'patio', u'garden', u'space', u'yard', u'private', u'courtyard', u'entry', u'car', u'attach', u'garage', u'offer', u'opportunity', u'great', u'neighborhood', u'customize']",0.378924788254,0.0,0.0,0.0,0.594340944909
Single Family Residential,1620 Howard Ave,San Carlos,94070.0,3.0,2.0,37.496451,-122.255048,15561610,5520.0,1520.0,1680000.0,2015-12-09,1926.0,"Lovely home built in 1926 which has the classic charm of a jewel box, this home is a 10! With 2 nicely sized bedrooms and closets, 2 full remodeled baths and an extended master bedroom addition with 1,520 sq. ft of living space, this home is perfect for entertaining.Lots of natural light, many upgrades, skylights in hallway partnering with gleaming hardwood floors.Eco-friendly/near zero water usage and low maintenance yard perfect for our drought.Beautiful backyard and walk to Burton park,OpenSat/Sun12-5p",2015,12,1072,0.275362318841,"[u'lovely', u'build', u'classic', u'charm', u'jewel', u'box', u'nicely', u'size', u'bedroom', u'closet', u'remodel', u'bathroom', u'extend', u'master', u'bedroom', u'addition', u'square', u'foot', u'live', u'space', u'perfect', u'entertaining', u'lot', u'natural', u'light', u'upgrade', u'skylight', u'hallway', u'partner', u'gleam', u'hardwood', u'floor', u'eco', u'friendly', u'near', u'zero', u'water', u'usage', u'low', u'maintenance', u'yard', u'perfect', u'drought', u'beautiful', u'backyard', u'walk', u'burton', u'opensat']",0.443084430038,0.181437277675,0.0,0.0,0.36250996314
Single Family Residential,1008 Elm St,San Carlos,94070.0,4.0,2.5,37.49968,-122.256179,15561976,6011.0,2070.0,2125000.0,2016-03-31,1928.0,"Delightful and charming gem in the heart of San Carlos with a fabulous close to downtown location.  This California Mission revival home was expanded in 1998 and the 4 BR layout provides excellent flexibility.  Bright and light throughout the lovingly maintained home sparkles with freshly painted interiors, refinished hdwd floors, recently installed carpets upstairs, updated kit w/limestone counters, birch cabinets, Bosch dw, Viking gas range, abundant cabinets and breakfast area, 2 BR on 2nd flr includes master and BR w/vaulted ceiling.  Long paver driveway leads to spacious 2 car detached garage.  Home features drought tolerant landscape and electric car charging station.  This home has it all - comfort, charm and best of all location!",2016,3,1185,0.344368657461,"[u'delightful', u'charming', u'gem', u'heart', u'fabulous', u'close', u'downtown', u'location', u'california', u'mission', u'revival', u'expand', u'bedroom', u'layout', u'provide', u'excellent', u'flexibility', u'bright', u'light', u'lovingly', u'maintain', u'sparkle', u'freshly', u'paint', u'interior', u'refinish', u'hardwood', u'floor', u'recently', u'instal', u'carpet', u'upstairs', u'update', u'kitchen', u'limestone', u'counter', u'birch', u'cabinet', u'bosch', u'dw', u'viking', u'ga', u'range', u'abundant', u'cabinet', u'breakfast', u'area', u'bedroom', u'floor', u'include', u'master', u'bedroom', u'vault', u'ceiling', u'long', u'paver', u'driveway', u'lead', u'spacious', u'car', u'detach', u'garage', u'feature', u'drought', u'tolerant', u'landscape', u'electric', u'car', u'charge', u'station', u'comfort', u'charm', u'best', u'location']",0.233152790641,0.0,0.47472675384,0.0,0.284391195431
Single Family Residential,3000 Brittan Ave,San Carlos,94070.0,3.0,3.0,37.487083,-122.275264,15558433,9199.0,2210.0,1450000.0,2015-12-18,1962.0,"Everybody says the same thing: It's a really comfortable house. It's warm with plus carpet, two fireplace and hardwood flooring. The backyard is a gem with a large patio, spa, pool and room for a new veggie garden. The kitchen looks onto the backyard to keep track of the fun while you get the BBQ ready. Start your mornings with an invigorating swim. Jump from bed to the pool through the bedroom sliding door.",2015,12,1081,0.240243504729,"[u'everybody', u'say', u'thing', u'comfortable', u'warm', u'plus', u'carpet', u'fireplace', u'hardwood', u'flooring', u'backyard', u'gem', u'large', u'patio', u'spa', u'pool', u'room', u'new', u'veggie', u'garden', u'kitchen', u'look', u'backyard', u'track', u'fun', u'bbq', u'ready', u'start', u'morning', u'invigorate', u'swim', u'jump', u'bedroom', u'pool', u'bedroom', u'slide', u'door']",0.0,0.0,0.0,0.964198995717,0.0
Single Family Residential,6 Pepper Ln,San Carlos,94070.0,5.0,4.0,37.509062,-122.278269,15555455,8298.0,3113.0,2650000.0,2015-12-29,2006.0,"Beautiful light filled home with amazing floorplan and living space completely rebuilt approx. 9 years ago.  Chefs kitchen with high end appliances, bathrooms all updated, high pitched ceilings, wood floors, two fireplaces, formal dining room with doors that open to outside,  unpermitted bonus room great for kids space, spacious laundry/mud room, tons of extra storage and built in cabinetry.  Large family room with French doors leading to expansive decks with view.  Perfect for outdoor entertaining.",2015,12,1092,0.187575319354,"[u'beautiful', u'light', u'fill', u'amazing', u'floorplan', u'live', u'space', u'completely', u'rebuild', u'approx', u'year', u'ago', u'chef', u'kitchen', u'high', u'end', u'appliance', u'bathroom', u'update', u'high', u'pitch', u'ceiling', u'wood', u'floor', u'fireplace', u'formal', u'dining', u'room', u'door', u'open', u'outside', u'unpermitted', u'bonus', u'room', u'great', u'kid', u'space', u'spacious', u'laundry', u'mud', u'room', u'ton', u'extra', u'storage', u'build', u'cabinetry', u'large', u'family', u'room', u'french', u'door', u'lead', u'expansive', u'deck', u'view', u'perfect', u'outdoor', u'entertaining']",0.976444496246,0.0,0.0,0.0,0.0
Single Family Residential,1090 Drake Ct,San Carlos,94070.0,3.0,2.0,37.486102,-122.277701,15558508,11000.0,2122.0,1500000.0,2015-12-04,1973.0,"This is a 3 bedroom, 2 bath (limestone counters), 2,122 sqft house on an 11,000 sqft lot (.25 acres). It has an amazing floor plan with one level of living space. Engineered hardwood floors and new carpets in the bedrooms, new Sept2015. There is a fireplace in the formal living room.  Also, an amazing eat-in kitchen with new Caesarstone countertops (new Sept2015) and a breakfast bar that is open to the family room. New double-pane windows (jan2016) and new roof (apr2016). The 750 sqft 2 car garage has WiFi jack-shaft door openers and washer and dryer (all new Jan2016). Storage includes the open space under the house.",2015,12,1067,0.192909090909,"[u'bedroom', u'bathroom', u'limestone', u'counter', u'square', u'foot', u'square', u'foot', u'lot', u'acre', u'amazing', u'floor', u'plan', u'level', u'live', u'space', u'engineer', u'hardwood', u'floor', u'new', u'carpet', u'bedroom', u'new', u'sept', u'fireplace', u'formal', u'living', u'room', u'amaze', u'eat', u'kitchen', u'new', u'caesarstone', u'countertops', u'new', u'sept', u'breakfast', u'bar', u'open', u'family', u'room', u'new', u'double', u'pane', u'window', u'new', u'roof', u'square', u'foot', u'car', u'garage', u'wifi', u'jack', u'shaft', u'door', u'openers', u'washer', u'dryer', u'new', u'storage', u'include', u'open', u'space']",0.196908938957,0.370474650707,0.417587784826,0.0,0.0
Single Family Residential,2089 Eaton Ave,San Carlos,94070.0,3.0,2.0,37.485718,-122.253766,15561450,12495.0,1824.0,1855000.0,2014-03-21,1940.0,"Gorgeous creekside lot, sprawling lawn! Terrific one level rancher meticulously maintained in almost original condition. Excellent floor plan with spacious rooms throughout. Master suite with walk-in closet. True divided light paned windows. Master, Living Room & Dining Room all open to rear yard. Huge 4 car garage with additional 1/2 bath, additional garage door to rear - great for RV/boat. Kitchen updated in 1973. Fantastic opportunity!",2014,3,444,0.145978391357,"[u'gorgeous', u'creekside', u'lot', u'sprawling', u'lawn', u'terrific', u'level', u'rancher', u'meticulously', u'maintain', u'original', u'condition', u'excellent', u'floor', u'plan', u'spacious', u'room', u'master', u'suite', u'walk', u'closet', u'true', u'divide', u'light', u'pan', u'window', u'master', u'living', u'room', u'din', u'room', u'open', u'rear', u'yard', u'huge', u'car', u'garage', u'additional', u'bathroom', u'additional', u'garage', u'door', u'rear', u'great', u'rv', u'boat', u'kitchen', u'update', u'fantastic', u'opportunity']",0.0,0.0,0.413273689136,0.0,0.563841714641
Single Family Residential,269 Kelton Ave,San Carlos,94070.0,3.0,1.5,37.486844,-122.254246,15561411,6795.0,1800.0,1700000.0,2015-10-22,1941.0,"Fabulous White Oaks home located on quintessential White Oaks street.  Premier location, 3 bedrooms, 1.5 bath, Separate dining room, eat-in kitchen, living room with fireplace, hardwood floors and a beautiful rear yard  on 6800 sq.ft. lot.",2015,10,1024,0.264900662252,"[u'fabulous', u'white', u'oak', u'locate', u'quintessential', u'white', u'oak', u'street', u'premier', u'location', u'bedroom', u'bathroom', u'separate', u'dining', u'room', u'eat', u'kitchen', u'live', u'room', u'fireplace', u'hardwood', u'floor', u'beautiful', u'rear', u'yard', u'square', u'foot', u'lot']",0.0145381699194,0.516240456016,0.0144579324221,0.0144731592518,0.440290282391
Single Family Residential,244 Ruby Ave,San Carlos,94070.0,3.0,2.0,37.485677,-122.25574,15560763,5500.0,2200.0,2165000.0,2015-11-16,1951.0,"Timeless charm, authentic rancher with great bones!Terrific floor plan with dining room and eat-in kitchen accessing rear yard.hardwood floors throughout, double pane windows in bedrooms,pristine condition, new exterior paint. Very spacious rooms, large formal entry. Secluded, large, level rear yard with large patio. Perfect location in white Oaks!<br/><br/>Brokered And Advertised By: Today Sothebys International Realty<br/>Listing Agent: Justine Ford",2015,11,1049,0.4,"[u'timeless', u'charm', u'authentic', u'rancher', u'great', u'bone', u'terrific', u'floor', u'plan', u'dining', u'room', u'eat', u'kitchen', u'access', u'rear', u'yard', u'hardwood', u'floor', u'double', u'pane', u'window', u'bedroom', u'pristine', u'condition', u'new', u'exterior', u'paint', u'spacious', u'room', u'large', u'formal', u'entry', u'seclude', u'large', u'level', u'rear', u'yard', u'large', u'patio', u'perfect', u'location', u'white', u'oak', u'broker', u'advertise', u'today', u'sothebys', u'international', u'realtylisting', u'justine', u'ford']",0.0,0.0,0.427474282721,0.0,0.548781720381
Single Family Residential,1437 Oakhurst Ave,San Carlos,94070.0,3.0,1.0,37.4907929,-122.255996,15560897,4399.0,1290.0,1510000.0,2015-11-25,1947.0,"Charming home in a great neighborhood. Updates include: refinished hardwood floors, beautiful tiled wood burning fireplace, completely redone kitchen with new cabinets, SS appliances, granite countertops, new bathroom with shower over tub, new interior and exterior paint, and nice landscaping.",2015,11,1058,0.29324846556,"[u'charming', u'great', u'neighborhood', u'update', u'include', u'refinished', u'hardwood', u'floor', u'beautiful', u'tiled', u'wood', u'burn', u'fireplace', u'completely', u'redone', u'kitchen', u'new', u'cabinet', u'stainless', u'steel', u'appliance', u'granite', u'countertop', u'new', u'bathroom', u'shower', u'tub', u'new', u'interior', u'exterior', u'paint', u'nice', u'landscaping']",0.0,0.0,0.961462550335,0.0,0.0
Single Family Residential,221 Ruby Ave,San Carlos,94070.0,4.0,3.0,37.486329,-122.25574,15560746,4399.0,2290.0,1950000.0,2015-12-03,2000.0,STUNNING TWO STORY-BUILT BRAND NEW IN 2000-WAS A VACANT LOT THEN-QUIET WHITE OAKS STREET-FORMAL ENTRY-LEADED GLASS FRONT DOOR-OAK HW W/BRAZILIAN BORDER and ACCENTS-ORNATE CUSTOM MOLDING THROUGHOUT-DOME CEILINGS-SKYLIGHTS-SURROUND SOUND-FORMAL DR-GRANITE KIT W/CHERRY CABINETRY-ISLAND-FR W/MARBLE GAS FP-1 BR and BATH DOWNSTAIRS-MBR SUITE W/MIRRORED CLOSET DOORS-MARBLE HEATED FLRS IN BATH-EXTRA STORAGE-2 AC UNITS-2 FORCED AIR UNITS-NEW SOD IN FRONT and BACK-OPEN SAT/SUN OCT 17th and 18th 1-4 PM,2015,12,1066,0.260286428734,"[u'stun', u'story', u'build', u'brand', u'new', u'vacant', u'lot', u'quiet', u'white', u'oak', u'street', u'formal', u'entry', u'leaded', u'glass', u'door', u'oak', u'hardwood', u'brazilian', u'border', u'accent', u'ornate', u'custom', u'molding', u'dome', u'ceiling', u'skylight', u'surround', u'sound', u'formal', u'dining', u'room', u'granite', u'kitchen', u'cherry', u'cabinetry', u'island', u'family', u'room', u'marble', u'ga', u'fireplace', u'bedroom', u'bathroom', u'downstairs', u'master', u'bedroom', u'suite', u'mirror', u'closet', u'door', u'marble', u'heated', u'floor', u'bathroom', u'extra', u'storage', u'ac', u'unit', u'force', u'air', u'unit', u'new', u'sod', u'open']",0.592629202534,0.0,0.392775739354,0.0,0.0
Single Family Residential,918 Mccue Ave,San Carlos,94070.0,2.0,1.0,37.510787,-122.25677,15551852,5227.0,1030.0,829000.0,2014-03-28,1946.0,A Home Close to the Delights of Downtown San Carlos,2014,3,451,0.197053759327,"[u'close', u'delight', u'downtown']",0.050449139931,0.0504443813513,0.0501649098116,0.0516720645211,0.797269504385
Single Family Residential,1021 Walnut St,San Carlos,94070.0,4.0,3.0,37.5002489,-122.254643,15561963,6011.0,3250.0,2150000.0,2015-03-20,1938.0,"This stunning two-story home offers 4 bedrooms, three  bathrooms and a spacious family room with fireplace. The master suite is a private sanctuary with cathedral ceilings, fireplace, balcony,  walk in closet and an adjoining room that could be used as a nursery, office or work out room. In addition there is a den, formal dining room, hardwood floors and an abundance of natural light.  Private backyard w/lots of space for entertaining. Located just minutes away from shopping and restaurants in downtown SC.",2015,3,808,0.270337714191,"[u'stunning', u'story', u'offer', u'bedroom', u'bathroom', u'spacious', u'family', u'room', u'fireplace', u'master', u'suite', u'private', u'sanctuary', u'cathedral', u'ceiling', u'fireplace', u'balcony', u'walk', u'closet', u'adjoining', u'room', u'nursery', u'office', u'work', u'room', u'addition', u'den', u'formal', u'dining', u'room', u'hardwood', u'floor', u'abundance', u'natural', u'light', u'private', u'backyard', u'lot', u'space', u'entertain', u'locate', u'minute', u'away', u'shop', u'restaurant', u'downtown', u'sc']",0.538639315041,0.0,0.0,0.142030360692,0.302388004268
Single Family Residential,23 Vine St,San Carlos,94070.0,3.0,1.5,37.5102581,-122.2717433,15550766,5200.0,1800.0,985000.0,2014-01-24,1953.0,"Charming House, 4 Bedrooms, 3 Bathrooms, 1800 SF, Ready to Move in, Living Room and Master Suite Feature Panoramic Bay View, Beautiful Hardwood Floors and Modern Kitchen, Fresh Painted Interior, Newly Remodeled Bathrooms and Kitchen.  Quiet Neighborhood, Great Schools, Great Location, 2 Car Garages; Easy Commute to SF and SJ. ",2014,1,388,0.173076923077,"[u'charming', u'bedroom', u'bathroom', u'square', u'foot', u'ready', u'living', u'room', u'master', u'suite', u'feature', u'panoramic', u'bay', u'view', u'beautiful', u'hardwood', u'floor', u'modern', u'kitchen', u'fresh', u'paint', u'interior', u'newly', u'remodel', u'bathroom', u'kitchen', u'quiet', u'neighborhood', u'great', u'school', u'great', u'location', u'car', u'garage', u'easy', u'commute', u'francisco', u'sj']",0.0113140450876,0.436279281246,0.0113773720582,0.0112689858624,0.529760315746
Single Family Residential,105 Highland Ave,San Carlos,94070.0,3.0,2.5,37.504537,-122.271741,15556769,6621.0,1900.0,1580000.0,2015-05-19,1979.0,"Gorgeous updated!! Breathtaking views & big yard (grassy area) prime location. Walk to park & town.! New Roof*New Carpet*Fresh Paint*Recessed Lighting*Custom Closet Organizers! Almost every room has a view! Gourmet kitchen~granite, stainless appliances, Viking gas cooktop, Miele dishwasher. LivRm w/ Grand Mantel & Frplc & wall of glass! Family Area & Formal Dining w/ Beamed Ceiling!,. Big yard w/big grassy area!",2015,5,868,0.143482857574,"[u'gorgeous', u'update', u'breathtaking', u'view', u'big', u'yard', u'grassy', u'area', u'prime', u'location', u'walk', u'town', u'new', u'roof', u'new', u'carpet', u'fresh', u'paint', u'recess', u'light', u'custom', u'closet', u'organizer', u'room', u'view', u'gourmet', u'kitchen', u'granite', u'stainless', u'appliance', u'viking', u'ga', u'cooktop', u'miele', u'dishwasher', u'livrm', u'grand', u'mantel', u'frplc', u'wall', u'glass', u'family', u'area', u'formal', u'dining', u'beam', u'ceiling', u'big', u'yard', u'big', u'grassy', u'area']",0.363631706899,0.0,0.617189934348,0.0,0.0
Single Family Residential,25 Walton St,San Carlos,94070.0,5.0,2.0,37.510759,-122.271092,15550742,6535.0,2750.0,1460000.0,2014-05-20,1951.0,"Sought after San Carlos location close to Cedar St. Park. This sizeable home offers 5 bedrooms, and 3 baths. A large kitchen and family room open to a relaxing deck and huge back yard. 3 bedrooms and 1 bath on main level. Master suite on upper level. Large bonus room, bedroom, and full bath on lower level. Large kitchen. Great back yard with planting areas, lawn, and patio. Partial Bay views.",2014,5,504,0.140270339199,"[u'seek', u'location', u'close', u'cedar', u'st', u'sizeable', u'offer', u'bedroom', u'bathroom', u'large', u'kitchen', u'family', u'room', u'open', u'relax', u'deck', u'huge', u'yard', u'bedroom', u'bathroom', u'main', u'level', u'master', u'suite', u'upper', u'level', u'large', u'bonus', u'room', u'bedroom', u'bathroom', u'low', u'level', u'large', u'kitchen', u'great', u'yard', u'planting', u'area', u'lawn', u'patio', u'partial', u'bay', u'view']",0.0120823606415,0.670732652612,0.0118722795986,0.293186103416,0.0121266037323
Single Family Residential,112 Madera Ave,San Carlos,94070.0,3.0,3.0,37.500087,-122.272879,15556395,5616.0,2350.0,1430000.0,2014-04-23,1964.0,"STUNNING 180 DEGREE CANYON TO BAY VIEWS* OPEN FLOOR PLAN W/ LOTS OF NATURAL LIGHT & EXPANSIVE VIEWS FROM THE LIVING ROOM, DINING ROOM & KITCHEN* GORGEOUS MASTER SUITE W/NEWLY REMODELED MASTER BATH* FABULOUS HOME THEATRE/FAMILY ROOM OPENS TO A HOME OFFICE THAT CAN BE CONVERTED TO MODIFIED SUITE* OVER 2300 SQFT, 3 BEDROOMS, 2 FULL BATHROOMS & 2 HALF BATHS* INCREDIBLE VIEW HOME ONLY 1 MILE TO LAUREL*",2014,4,477,0.139482431149,"[u'stun', u'degree', u'canyon', u'bay', u'view', u'open', u'floor', u'plan', u'lot', u'natural', u'light', u'expansive', u'view', u'live', u'room', u'dining', u'room', u'kitchen', u'gorgeous', u'master', u'suite', u'newly', u'remodel', u'master', u'bathroom', u'fabulous', u'theatre', u'family', u'room', u'open', u'office', u'convert', u'modify', u'suite', u'square', u'foot', u'bedroom', u'bathroom', u'half', u'bathroom', u'incredible', u'view', u'mile', u'laurel']",0.0108354266151,0.382126291433,0.0106354009146,0.42476121291,0.171641668128
